dataset,mode,TW,dyn_stw,speculative,csr_compress,layer,readLatency,bufferLatency,icLatency,coreLatencyADC,coreLatencyAccum,coreLatencyOther,readDynamicEnergy,bufferDynamicEnergy,icDynamicEnergy,coreEnergyADC,coreEnergyAccum,coreEnergyOther,successRate,Sparsity,Compression ratio
CIFAR10DVS,ComPASS,100,False,False,False,2,8.91e+06,4.39e+06,7.05e+02,3.37e+04,3.96e+06,5.32e+05,6.33e+08,1.24e+06,7.80e+04,2.46e+06,6.21e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,100,False,False,False,3,3.55e+06,2.20e+06,7.05e+02,1.68e+04,1.20e+06,1.33e+05,1.33e+08,3.19e+05,7.80e+04,6.15e+05,1.30e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,100,False,False,False,4,8.56e+05,5.53e+05,7.05e+02,4.21e+03,2.63e+05,3.41e+04,2.51e+07,9.02e+04,7.80e+04,1.54e+05,2.42e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,100,False,False,False,5,1.78e+05,1.47e+05,1.76e+04,6.58e+01,1.17e+04,1.52e+03,2.22e+07,2.57e+06,1.47e+07,1.71e+04,4.88e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,100,False,False,False,6,3.57e+03,2.26e+03,7.06e+01,1.29e+00,1.21e+02,1.12e+03,4.99e+03,6.13e+02,2.47e+03,2.09e+01,1.15e+03,3.87e+01,0,0,0
DVS128GestureSimplify,ComPASS,0,True,True,True,1,1.18e+07,9.02e+06,1.74e+00,3.37e+04,5.91e+05,2.13e+06,2.09e+07,2.42e+04,1.68e+01,2.73e+05,1.39e+07,6.67e+06,0.81,0.97,0.183
DVS128GestureSimplify,ComPASS,0,True,True,True,2,3.79e+06,1.38e+06,2.21e+02,3.37e+04,1.85e+06,5.32e+05,2.72e+08,3.88e+05,2.45e+04,2.46e+06,2.68e+08,1.67e+06,0.87,0.935,0.314
DVS128GestureSimplify,ComPASS,0,True,True,True,3,1.28e+06,4.90e+05,1.57e+02,1.68e+04,6.50e+05,1.33e+05,4.08e+07,7.12e+04,1.74e+04,6.15e+05,3.98e+07,4.17e+05,0.92,0.955,0.223
DVS128GestureSimplify,ComPASS,0,True,True,True,4,4.53e+05,9.35e+04,1.19e+02,4.21e+03,3.26e+05,3.41e+04,1.63e+07,1.52e+04,1.32e+04,1.54e+05,1.61e+07,1.04e+05,0.76,0.969,0.169
DVS128GestureSimplify,ComPASS,0,True,True,True,5,6.26e+03,6.37e+04,7.62e+03,6.58e+01,1.48e+04,1.52e+03,1.53e+06,1.11e+06,6.36e+06,1.71e+04,6.47e+06,1.64e+03,0.51,0.887,0.432
DVS128GestureSimplify,ComPASS,0,True,True,True,6,2.12e+03,1.18e+03,3.75e+01,1.41e+00,1.49e+02,1.12e+03,3.49e+03,3.26e+02,1.33e+03,2.29e+01,3.85e+03,4.28e+01,0.91,0.75,0.516
CIFAR10DVS,ComPASS,0,True,False,False,1,5.46e+07,4.93e+07,9.50e+00,3.37e+04,3.19e+06,2.13e+06,7.25e+07,1.32e+05,9.18e+01,2.73e+05,6.54e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,0,True,False,False,2,1.15e+07,4.39e+06,7.05e+02,3.37e+04,6.53e+06,5.32e+05,9.59e+08,1.24e+06,7.80e+04,2.46e+06,9.53e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,0,True,False,False,3,5.39e+06,2.20e+06,7.05e+02,1.68e+04,3.04e+06,1.33e+05,3.10e+08,3.19e+05,7.80e+04,6.15e+05,3.09e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,0,True,False,False,4,1.36e+06,5.53e+05,7.05e+02,4.21e+03,7.67e+05,3.41e+04,6.75e+07,9.02e+04,7.80e+04,1.54e+05,6.71e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,0,True,False,False,5,1.86e+05,1.47e+05,1.76e+04,6.58e+01,1.92e+04,1.52e+03,2.63e+07,2.57e+06,1.47e+07,1.71e+04,8.95e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,0,True,False,False,6,3.81e+03,2.26e+03,7.06e+01,1.29e+00,3.60e+02,1.12e+03,1.82e+04,6.13e+02,2.47e+03,2.09e+01,1.50e+04,3.87e+01,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,1,5.46e+07,4.93e+07,9.50e+00,3.37e+04,3.19e+06,2.13e+06,7.18e+07,1.32e+05,9.18e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,2,1.15e+07,4.39e+06,7.05e+02,3.37e+04,6.53e+06,5.32e+05,9.52e+08,1.24e+06,7.80e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,3,5.39e+06,2.20e+06,7.05e+02,1.68e+04,3.04e+06,1.33e+05,3.08e+08,3.19e+05,7.80e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,4,1.36e+06,5.53e+05,7.05e+02,4.21e+03,7.67e+05,3.41e+04,6.71e+07,9.02e+04,7.80e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,5,1.86e+05,1.47e+05,1.76e+04,6.58e+01,1.92e+04,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,1,False,False,False,6,3.81e+03,2.26e+03,7.06e+01,1.29e+00,3.60e+02,1.12e+03,1.75e+04,6.13e+02,2.47e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
CIFAR10DVS,PTB,1,False,False,False,1,5.21e+07,4.93e+07,9.50e+00,3.37e+04,6.22e+05,2.13e+06,7.18e+07,1.32e+05,9.16e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,PTB,1,False,False,False,2,7.08e+06,4.39e+06,7.05e+02,3.37e+04,2.13e+06,5.32e+05,9.52e+08,1.24e+06,7.78e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,PTB,1,False,False,False,3,3.07e+06,2.20e+06,7.05e+02,1.68e+04,7.28e+05,1.33e+05,3.08e+08,3.19e+05,7.78e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,PTB,1,False,False,False,4,7.79e+05,5.53e+05,7.05e+02,4.21e+03,1.87e+05,3.41e+04,6.71e+07,9.02e+04,7.78e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,PTB,1,False,False,False,5,1.77e+05,1.47e+05,1.76e+04,6.58e+01,1.06e+04,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,PTB,1,False,False,False,6,3.60e+03,2.26e+03,7.06e+01,1.29e+00,1.54e+02,1.12e+03,1.75e+04,6.13e+02,2.46e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
IMAGENET,PTB,8,False,False,False,1,2.22e+07,1.86e+07,2.04e+02,3.22e+03,3.36e+06,1.61e+05,2.86e+08,1.86e+06,1.10e+04,4.71e+05,2.83e+08,6.39e+05,0,0,0
IMAGENET,PTB,8,False,False,False,2,2.00e+07,1.86e+07,2.04e+02,3.22e+03,1.18e+06,1.61e+05,1.60e+08,1.86e+06,1.10e+04,4.71e+05,1.57e+08,6.39e+05,0,0,0
IMAGENET,PTB,8,False,False,False,3,2.17e+07,1.86e+07,2.04e+02,3.22e+03,2.93e+06,1.61e+05,3.30e+08,1.86e+06,1.10e+04,4.71e+05,3.27e+08,6.39e+05,0,0,0
IMAGENET,PTB,8,False,False,False,4,1.97e+07,1.86e+07,2.04e+02,3.22e+03,9.22e+05,1.61e+05,2.24e+08,1.86e+06,1.10e+04,4.71e+05,2.21e+08,6.39e+05,0,0,0
IMAGENET,PTB,8,False,False,False,5,6.30e+06,5.13e+06,3.52e+02,1.61e+03,1.09e+06,8.06e+04,1.79e+08,4.69e+05,2.04e+04,2.36e+05,1.78e+08,3.19e+05,0,0,0
IMAGENET,PTB,8,False,False,False,6,2.24e+07,2.01e+07,7.05e+02,6.45e+03,2.29e+06,8.06e+04,1.63e+08,9.42e+05,7.78e+04,4.71e+05,1.61e+08,3.19e+05,0,0,0
IMAGENET,PTB,8,False,False,False,7,2.40e+07,2.01e+07,7.05e+02,6.45e+03,3.84e+06,8.06e+04,2.94e+08,9.42e+05,7.78e+04,4.71e+05,2.93e+08,3.19e+05,0,0,0
IMAGENET,PTB,8,False,False,False,8,2.16e+07,2.01e+07,7.05e+02,6.45e+03,1.46e+06,8.06e+04,6.42e+07,9.42e+05,7.78e+04,4.71e+05,6.23e+07,3.19e+05,0,0,0
IMAGENET,PTB,8,False,False,False,9,3.81e+06,2.77e+06,1.30e+03,1.61e+03,9.94e+05,4.03e+04,1.21e+08,2.59e+05,1.49e+05,2.36e+05,1.20e+08,1.60e+05,0,0,0
IMAGENET,PTB,8,False,False,False,10,1.16e+07,1.01e+07,2.59e+03,6.45e+03,1.54e+06,4.03e+04,8.42e+07,5.69e+05,5.95e+05,4.71e+05,8.24e+07,1.60e+05,0,0,0
IMAGENET,PTB,8,False,False,False,11,1.25e+07,1.01e+07,2.59e+03,6.45e+03,2.44e+06,4.03e+04,1.92e+08,5.69e+05,5.95e+05,4.71e+05,1.90e+08,1.60e+05,0,0,0
IMAGENET,PTB,8,False,False,False,12,1.11e+07,1.01e+07,2.59e+03,6.45e+03,1.03e+06,4.03e+04,6.76e+07,5.69e+05,5.95e+05,4.71e+05,6.58e+07,1.60e+05,0,0,0
IMAGENET,PTB,8,False,False,False,13,1.95e+06,1.42e+06,4.96e+03,1.61e+03,5.04e+05,2.02e+04,8.70e+07,3.20e+05,1.16e+06,2.36e+05,8.52e+07,7.98e+04,0,0,0
IMAGENET,PTB,8,False,False,False,14,3.05e+06,2.59e+06,9.93e+03,3.22e+03,4.23e+05,2.02e+04,5.22e+07,1.05e+06,4.65e+06,4.71e+05,4.59e+07,7.98e+04,0,0,0
IMAGENET,PTB,8,False,False,False,15,3.49e+06,2.59e+06,9.93e+03,3.22e+03,8.66e+05,2.02e+04,7.99e+07,1.05e+06,4.65e+06,4.71e+05,7.37e+07,7.98e+04,0,0,0
IMAGENET,PTB,8,False,False,False,16,1.43e+06,8.97e+05,9.93e+03,3.22e+03,4.98e+05,2.24e+04,7.47e+07,8.72e+05,4.65e+06,4.71e+05,6.87e+07,7.98e+04,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,1,5.37e+07,4.93e+07,9.50e+00,3.37e+04,2.29e+06,2.13e+06,5.69e+07,1.32e+05,9.18e+01,2.73e+05,4.91e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,2,8.78e+06,4.39e+06,7.05e+02,3.37e+04,3.83e+06,5.32e+05,6.24e+08,1.24e+06,7.80e+04,2.46e+06,6.12e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,3,3.56e+06,2.20e+06,7.05e+02,1.68e+04,1.21e+06,1.33e+05,1.36e+08,3.19e+05,7.80e+04,6.15e+05,1.33e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,4,8.63e+05,5.53e+05,7.05e+02,4.21e+03,2.71e+05,3.41e+04,2.63e+07,9.02e+04,7.80e+04,1.54e+05,2.55e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,5,1.78e+05,1.47e+05,1.76e+04,6.58e+01,1.16e+04,1.52e+03,2.24e+07,2.57e+06,1.47e+07,1.71e+04,5.01e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,64,False,False,False,6,3.58e+03,2.26e+03,7.06e+01,1.29e+00,1.34e+02,1.12e+03,5.65e+03,6.13e+02,2.47e+03,2.09e+01,1.81e+03,3.87e+01,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,1,3.09e+07,2.55e+07,4.92e+00,3.37e+04,3.19e+06,2.13e+06,7.24e+07,6.85e+04,4.75e+01,2.73e+05,6.54e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,2,8.98e+06,1.89e+06,3.04e+02,3.37e+04,6.53e+06,5.32e+05,9.58e+08,5.33e+05,3.36e+04,2.46e+06,9.53e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,3,4.25e+06,1.06e+06,3.41e+02,1.68e+04,3.04e+06,1.33e+05,3.10e+08,1.55e+05,3.77e+04,6.15e+05,3.09e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,4,1.00e+06,2.01e+05,2.57e+02,4.21e+03,7.67e+05,3.41e+04,6.73e+07,3.28e+04,2.84e+04,1.54e+05,6.71e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,5,3.13e+04,5.06e+04,6.05e+03,6.58e+01,1.92e+04,1.52e+03,3.02e+06,8.83e+05,5.05e+06,1.71e+04,8.95e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,0,True,False,True,6,1.57e+03,6.13e+02,1.91e+01,1.29e+00,3.60e+02,1.12e+03,1.30e+04,1.66e+02,6.68e+02,2.09e+01,1.50e+04,3.87e+01,0,0,0
CIFAR10DVS,PTB,24,False,False,False,1,6.58e+07,4.93e+07,9.50e+00,3.37e+04,1.43e+07,2.13e+06,7.18e+07,1.32e+05,9.16e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,PTB,24,False,False,False,2,5.29e+07,4.39e+06,7.05e+02,3.37e+04,4.80e+07,5.32e+05,9.52e+08,1.24e+06,7.78e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,PTB,24,False,False,False,3,1.92e+07,2.20e+06,7.05e+02,1.68e+04,1.68e+07,1.33e+05,3.08e+08,3.19e+05,7.78e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,PTB,24,False,False,False,4,4.96e+06,5.53e+05,7.05e+02,4.21e+03,4.36e+06,3.41e+04,6.71e+07,9.02e+04,7.78e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,PTB,24,False,False,False,5,2.76e+05,1.47e+05,1.76e+04,6.58e+01,1.09e+05,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,PTB,24,False,False,False,6,4.74e+03,2.26e+03,7.06e+01,1.29e+00,1.30e+03,1.12e+03,1.75e+04,6.13e+02,2.46e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
IMAGENET,ComPASS,32,False,False,False,1,1.92e+07,1.86e+07,2.04e+02,3.22e+03,4.34e+05,1.61e+05,1.83e+08,1.86e+06,1.11e+04,4.71e+05,1.78e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,2,1.95e+07,1.86e+07,2.04e+02,3.22e+03,6.78e+05,1.61e+05,1.69e+08,1.86e+06,1.11e+04,4.71e+05,1.63e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,3,1.93e+07,1.86e+07,2.04e+02,3.22e+03,5.43e+05,1.61e+05,2.39e+08,1.86e+06,1.11e+04,4.71e+05,2.33e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,4,1.95e+07,1.86e+07,2.04e+02,3.22e+03,6.88e+05,1.61e+05,2.35e+08,1.86e+06,1.11e+04,4.71e+05,2.30e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,5,5.41e+06,5.13e+06,3.52e+02,1.61e+03,2.02e+05,8.06e+04,9.98e+07,4.69e+05,2.04e+04,2.36e+05,9.82e+07,3.19e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,6,2.12e+07,2.01e+07,7.05e+02,6.45e+03,1.06e+06,8.06e+04,1.43e+08,9.42e+05,7.80e+04,4.71e+05,1.40e+08,3.19e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,7,2.06e+07,2.01e+07,7.05e+02,6.45e+03,4.45e+05,8.06e+04,1.00e+08,9.42e+05,7.80e+04,4.71e+05,9.70e+07,3.19e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,8,2.09e+07,2.01e+07,7.05e+02,6.45e+03,7.75e+05,8.06e+04,5.34e+07,9.42e+05,7.80e+04,4.71e+05,5.03e+07,3.19e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,9,2.94e+06,2.77e+06,1.30e+03,1.61e+03,1.30e+05,4.03e+04,4.71e+07,2.59e+05,1.49e+05,2.36e+05,4.57e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,10,1.09e+07,1.01e+07,2.59e+03,6.45e+03,7.94e+05,4.03e+04,6.05e+07,5.69e+05,5.96e+05,4.71e+05,5.75e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,11,1.06e+07,1.01e+07,2.59e+03,6.45e+03,4.62e+05,4.03e+04,7.81e+07,5.69e+05,5.96e+05,4.71e+05,7.50e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,12,1.08e+07,1.01e+07,2.59e+03,6.45e+03,6.72e+05,4.03e+04,5.02e+07,5.69e+05,5.96e+05,4.71e+05,4.71e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,32,False,False,False,13,1.56e+06,1.42e+06,4.96e+03,1.61e+03,1.13e+05,2.02e+04,3.18e+07,3.20e+05,1.16e+06,2.36e+05,2.94e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,32,False,False,False,14,2.82e+06,2.59e+06,9.93e+03,3.22e+03,1.94e+05,2.02e+04,3.01e+07,1.05e+06,4.66e+06,4.71e+05,2.26e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,32,False,False,False,15,2.87e+06,2.59e+06,9.93e+03,3.22e+03,2.48e+05,2.02e+04,4.23e+07,1.05e+06,4.66e+06,4.71e+05,3.48e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,32,False,False,False,16,1.24e+06,8.97e+05,9.93e+03,3.22e+03,3.12e+05,2.24e+04,5.57e+07,8.72e+05,4.66e+06,4.71e+05,4.84e+07,7.98e+04,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,1,5.37e+07,4.93e+07,9.50e+00,3.37e+04,2.24e+06,2.13e+06,5.66e+07,1.32e+05,9.18e+01,2.73e+05,4.88e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,2,8.73e+06,4.39e+06,7.05e+02,3.37e+04,3.78e+06,5.32e+05,6.26e+08,1.24e+06,7.80e+04,2.46e+06,6.14e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,3,3.63e+06,2.20e+06,7.05e+02,1.68e+04,1.28e+06,1.33e+05,1.44e+08,3.19e+05,7.80e+04,6.15e+05,1.41e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,4,8.86e+05,5.53e+05,7.05e+02,4.21e+03,2.94e+05,3.41e+04,2.86e+07,9.02e+04,7.80e+04,1.54e+05,2.78e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,5,1.79e+05,1.47e+05,1.76e+04,6.58e+01,1.21e+04,1.52e+03,2.27e+07,2.57e+06,1.47e+07,1.71e+04,5.31e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,32,False,False,False,6,3.60e+03,2.26e+03,7.06e+01,1.29e+00,1.50e+02,1.12e+03,6.49e+03,6.13e+02,2.47e+03,2.09e+01,2.65e+03,3.87e+01,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,1,5.31e+07,4.93e+07,9.50e+00,5.52e+05,1.11e+06,2.13e+06,3.39e+07,1.32e+05,9.16e+01,2.97e+06,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,2,1.43e+07,4.39e+06,7.05e+02,3.11e+06,6.27e+06,5.32e+05,8.60e+08,1.24e+06,7.78e+04,9.40e+07,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,3,6.70e+06,2.20e+06,7.05e+02,1.46e+06,2.91e+06,1.33e+05,1.56e+08,3.19e+05,7.78e+04,1.70e+07,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,4,1.64e+06,5.53e+05,7.05e+02,3.50e+05,6.99e+05,3.41e+04,2.91e+07,9.02e+04,7.78e+04,3.16e+06,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,5,1.93e+05,1.47e+05,1.76e+04,6.58e+03,1.94e+04,1.52e+03,2.73e+07,2.57e+06,1.47e+07,8.84e+05,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,Strawman,0,False,False,False,6,4.01e+03,2.29e+03,7.26e+01,1.41e+02,3.86e+02,1.12e+03,2.41e+04,6.32e+02,2.57e+03,2.27e+03,1.86e+04,4.28e+01,0,0,0
CIFAR10DVS,PTB,100,False,False,False,1,1.13e+08,4.93e+07,9.50e+00,3.37e+04,6.18e+07,2.13e+06,7.18e+07,1.32e+05,9.16e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,PTB,100,False,False,False,2,2.12e+08,4.39e+06,7.05e+02,3.37e+04,2.07e+08,5.32e+05,9.52e+08,1.24e+06,7.78e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,PTB,100,False,False,False,3,7.51e+07,2.20e+06,7.05e+02,1.68e+04,7.27e+07,1.33e+05,3.08e+08,3.19e+05,7.78e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,PTB,100,False,False,False,4,1.93e+07,5.53e+05,7.05e+02,4.21e+03,1.87e+07,3.41e+04,6.71e+07,9.02e+04,7.78e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,PTB,100,False,False,False,5,6.15e+05,1.47e+05,1.76e+04,6.58e+01,4.49e+05,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,PTB,100,False,False,False,6,8.61e+03,2.26e+03,7.06e+01,1.29e+00,5.16e+03,1.12e+03,1.75e+04,6.13e+02,2.46e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
DVS128GestureSimplify,PTB,64,False,False,False,1,8.36e+07,4.93e+07,9.50e+00,3.37e+04,3.22e+07,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,64,False,False,False,2,1.28e+08,4.39e+06,7.05e+02,3.37e+04,1.23e+08,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
