dataset,mode,TW,dyn_stw,speculative,csr_compress,layer,readLatency,bufferLatency,icLatency,coreLatencyADC,coreLatencyAccum,coreLatencyOther,readDynamicEnergy,bufferDynamicEnergy,icDynamicEnergy,coreEnergyADC,coreEnergyAccum,coreEnergyOther,successRate,Sparsity,Compression ratio
DVS128GestureSimplify,PTB,64,False,False,False,3,4.28e+07,2.20e+06,7.05e+02,1.68e+04,4.05e+07,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,64,False,False,False,4,8.52e+06,5.53e+05,7.05e+02,4.21e+03,7.93e+06,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,64,False,False,False,5,5.61e+05,1.47e+05,1.76e+04,6.58e+01,3.94e+05,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,64,False,False,False,6,1.07e+04,2.29e+03,7.26e+01,1.41e+00,7.22e+03,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,1,1.23e+07,9.02e+06,1.74e+00,3.37e+04,1.11e+06,2.13e+06,3.18e+07,2.42e+04,1.68e+01,2.73e+05,2.48e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,2,8.21e+06,1.38e+06,2.21e+02,3.37e+04,6.27e+06,5.32e+05,7.74e+08,3.88e+05,2.45e+04,2.46e+06,7.69e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,3,3.55e+06,4.90e+05,1.57e+02,1.68e+04,2.91e+06,1.33e+05,1.40e+08,7.12e+04,1.74e+04,6.15e+05,1.39e+08,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,4,8.26e+05,9.35e+04,1.19e+02,4.21e+03,6.99e+05,3.41e+04,2.63e+07,1.52e+04,1.32e+04,1.54e+05,2.61e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,5,1.74e+03,6.37e+04,7.62e+03,6.58e+01,1.94e+04,1.52e+03,1.21e+06,1.11e+06,6.36e+06,1.71e+04,9.21e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,True,6,2.35e+03,1.18e+03,3.75e+01,1.41e+00,3.86e+02,1.12e+03,1.89e+04,3.26e+02,1.33e+03,2.29e+01,1.93e+04,4.28e+01,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,1,5.22e+07,4.93e+07,9.50e+00,3.37e+04,7.40e+05,2.13e+06,2.43e+07,1.32e+05,9.18e+01,2.73e+05,1.65e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,2,7.03e+06,4.39e+06,7.05e+02,3.37e+04,2.08e+06,5.32e+05,2.97e+08,1.24e+06,7.80e+04,2.46e+06,2.85e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,3,3.09e+06,2.20e+06,7.05e+02,1.68e+04,7.47e+05,1.33e+05,4.64e+07,3.19e+05,7.80e+04,6.15e+05,4.34e+07,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,4,9.51e+05,5.53e+05,7.05e+02,4.21e+03,3.59e+05,3.41e+04,1.61e+07,9.02e+04,7.80e+04,1.54e+05,1.53e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,5,1.82e+05,1.47e+05,1.76e+04,6.58e+01,1.49e+04,1.52e+03,2.38e+07,2.57e+06,1.47e+07,1.71e+04,6.49e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,64,False,False,False,6,3.64e+03,2.29e+03,7.26e+01,1.41e+00,1.63e+02,1.12e+03,7.98e+03,6.32e+02,2.57e+03,2.29e+01,4.00e+03,4.28e+01,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,1,5.26e+07,4.93e+07,9.50e+00,3.37e+04,1.11e+06,2.13e+06,3.19e+07,1.32e+05,9.18e+01,2.73e+05,2.48e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,2,1.12e+07,4.39e+06,7.05e+02,3.37e+04,6.27e+06,5.32e+05,7.75e+08,1.24e+06,7.80e+04,2.46e+06,7.69e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,3,5.26e+06,2.20e+06,7.05e+02,1.68e+04,2.91e+06,1.33e+05,1.41e+08,3.19e+05,7.80e+04,6.15e+05,1.39e+08,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,4,1.29e+06,5.53e+05,7.05e+02,4.21e+03,6.99e+05,3.41e+04,2.65e+07,9.02e+04,7.80e+04,1.54e+05,2.61e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,5,1.86e+05,1.47e+05,1.76e+04,6.58e+01,1.94e+04,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.21e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,0,True,False,False,6,3.87e+03,2.29e+03,7.26e+01,1.41e+00,3.86e+02,1.12e+03,2.26e+04,6.32e+02,2.57e+03,2.29e+01,1.93e+04,4.28e+01,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,1,5.62e+07,4.93e+07,9.50e+00,1.59e+06,3.19e+06,2.13e+06,7.95e+07,1.32e+05,9.16e+01,7.97e+06,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,2,1.47e+07,4.39e+06,7.05e+02,3.24e+06,6.53e+06,5.32e+05,1.07e+09,1.24e+06,7.78e+04,1.17e+08,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,3,6.89e+06,2.20e+06,7.05e+02,1.52e+06,3.04e+06,1.33e+05,3.46e+08,3.19e+05,7.78e+04,3.78e+07,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,4,1.74e+06,5.53e+05,7.05e+02,3.83e+05,7.67e+05,3.41e+04,7.51e+07,9.02e+04,7.78e+04,8.21e+06,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,5,1.92e+05,1.47e+05,1.76e+04,6.51e+03,1.92e+04,1.52e+03,2.70e+07,2.57e+06,1.47e+07,8.51e+05,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,Strawman,0,False,False,False,6,3.94e+03,2.26e+03,7.06e+01,1.29e+02,3.60e+02,1.12e+03,1.92e+04,6.13e+02,2.46e+03,1.75e+03,1.43e+04,3.87e+01,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,1,1.11e+08,4.93e+07,9.50e+00,3.37e+04,5.96e+07,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,2,2.39e+08,4.39e+06,7.05e+02,3.37e+04,2.34e+08,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,3,8.09e+07,2.20e+06,7.05e+02,1.68e+04,7.85e+07,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,4,1.58e+07,5.53e+05,7.05e+02,4.21e+03,1.52e+07,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,5,9.52e+05,1.47e+05,1.76e+04,6.58e+01,7.85e+05,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,100,False,False,False,6,1.68e+04,2.29e+03,7.26e+01,1.41e+00,1.34e+04,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
IMAGENET,PTB,32,False,False,False,1,3.18e+07,1.86e+07,2.04e+02,3.22e+03,1.30e+07,1.61e+05,2.86e+08,1.86e+06,1.10e+04,4.71e+05,2.83e+08,6.39e+05,0,0,0
IMAGENET,PTB,32,False,False,False,2,2.32e+07,1.86e+07,2.04e+02,3.22e+03,4.36e+06,1.61e+05,1.60e+08,1.86e+06,1.10e+04,4.71e+05,1.57e+08,6.39e+05,0,0,0
IMAGENET,PTB,32,False,False,False,3,3.00e+07,1.86e+07,2.04e+02,3.22e+03,1.13e+07,1.61e+05,3.30e+08,1.86e+06,1.10e+04,4.71e+05,3.27e+08,6.39e+05,0,0,0
IMAGENET,PTB,32,False,False,False,4,2.22e+07,1.86e+07,2.04e+02,3.22e+03,3.36e+06,1.61e+05,2.24e+08,1.86e+06,1.10e+04,4.71e+05,2.21e+08,6.39e+05,0,0,0
IMAGENET,PTB,32,False,False,False,5,9.44e+06,5.13e+06,3.52e+02,1.61e+03,4.23e+06,8.06e+04,1.79e+08,4.69e+05,2.04e+04,2.36e+05,1.78e+08,3.19e+05,0,0,0
IMAGENET,PTB,32,False,False,False,6,2.92e+07,2.01e+07,7.05e+02,6.45e+03,8.99e+06,8.06e+04,1.63e+08,9.42e+05,7.78e+04,4.71e+05,1.61e+08,3.19e+05,0,0,0
IMAGENET,PTB,32,False,False,False,7,3.52e+07,2.01e+07,7.05e+02,6.45e+03,1.51e+07,8.06e+04,2.94e+08,9.42e+05,7.78e+04,4.71e+05,2.93e+08,3.19e+05,0,0,0
IMAGENET,PTB,32,False,False,False,8,2.59e+07,2.01e+07,7.05e+02,6.45e+03,5.70e+06,8.06e+04,6.42e+07,9.42e+05,7.78e+04,4.71e+05,6.23e+07,3.19e+05,0,0,0
IMAGENET,PTB,32,False,False,False,9,6.71e+06,2.77e+06,1.30e+03,1.61e+03,3.89e+06,4.03e+04,1.21e+08,2.59e+05,1.49e+05,2.36e+05,1.20e+08,1.60e+05,0,0,0
IMAGENET,PTB,32,False,False,False,10,1.62e+07,1.01e+07,2.59e+03,6.45e+03,6.06e+06,4.03e+04,8.42e+07,5.69e+05,5.95e+05,4.71e+05,8.24e+07,1.60e+05,0,0,0
IMAGENET,PTB,32,False,False,False,11,1.97e+07,1.01e+07,2.59e+03,6.45e+03,9.62e+06,4.03e+04,1.92e+08,5.69e+05,5.95e+05,4.71e+05,1.90e+08,1.60e+05,0,0,0
IMAGENET,PTB,32,False,False,False,12,1.42e+07,1.01e+07,2.59e+03,6.45e+03,4.06e+06,4.03e+04,6.76e+07,5.69e+05,5.95e+05,4.71e+05,6.58e+07,1.60e+05,0,0,0
IMAGENET,PTB,32,False,False,False,13,3.42e+06,1.42e+06,4.96e+03,1.61e+03,1.98e+06,2.02e+04,8.70e+07,3.20e+05,1.16e+06,2.36e+05,8.52e+07,7.98e+04,0,0,0
IMAGENET,PTB,32,False,False,False,14,4.28e+06,2.59e+06,9.93e+03,3.22e+03,1.66e+06,2.02e+04,5.22e+07,1.05e+06,4.65e+06,4.71e+05,4.59e+07,7.98e+04,0,0,0
IMAGENET,PTB,32,False,False,False,15,6.03e+06,2.59e+06,9.93e+03,3.22e+03,3.40e+06,2.02e+04,7.99e+07,1.05e+06,4.65e+06,4.71e+05,7.37e+07,7.98e+04,0,0,0
IMAGENET,PTB,32,False,False,False,16,2.88e+06,8.97e+05,9.93e+03,3.22e+03,1.95e+06,2.24e+04,7.47e+07,8.72e+05,4.65e+06,4.71e+05,6.87e+07,7.98e+04,0,0,0
CIFAR10DVS,PTB,8,False,False,False,1,5.63e+07,4.93e+07,9.50e+00,3.37e+04,4.85e+06,2.13e+06,7.18e+07,1.32e+05,9.16e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,PTB,8,False,False,False,2,2.12e+07,4.39e+06,7.05e+02,3.37e+04,1.63e+07,5.32e+05,9.52e+08,1.24e+06,7.78e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,PTB,8,False,False,False,3,8.04e+06,2.20e+06,7.05e+02,1.68e+04,5.70e+06,1.33e+05,3.08e+08,3.19e+05,7.78e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,PTB,8,False,False,False,4,2.06e+06,5.53e+05,7.05e+02,4.21e+03,1.47e+06,3.41e+04,6.71e+07,9.02e+04,7.78e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,PTB,8,False,False,False,5,2.08e+05,1.47e+05,1.76e+04,6.58e+01,4.09e+04,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,PTB,8,False,False,False,6,3.95e+03,2.26e+03,7.06e+01,1.29e+00,5.04e+02,1.12e+03,1.75e+04,6.13e+02,2.46e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
IMAGENET,ComPASS,24,False,False,False,1,1.93e+07,1.86e+07,2.04e+02,3.22e+03,4.54e+05,1.61e+05,1.90e+08,1.86e+06,1.11e+04,4.71e+05,1.85e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,2,1.95e+07,1.86e+07,2.04e+02,3.22e+03,6.86e+05,1.61e+05,1.73e+08,1.86e+06,1.11e+04,4.71e+05,1.67e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,3,1.94e+07,1.86e+07,2.04e+02,3.22e+03,5.64e+05,1.61e+05,2.46e+08,1.86e+06,1.11e+04,4.71e+05,2.41e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,4,1.95e+07,1.86e+07,2.04e+02,3.22e+03,6.90e+05,1.61e+05,2.39e+08,1.86e+06,1.11e+04,4.71e+05,2.34e+08,6.39e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,5,5.42e+06,5.13e+06,3.52e+02,1.61e+03,2.13e+05,8.06e+04,1.02e+08,4.69e+05,2.04e+04,2.36e+05,1.00e+08,3.19e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,6,2.12e+07,2.01e+07,7.05e+02,6.45e+03,1.06e+06,8.06e+04,1.47e+08,9.42e+05,7.80e+04,4.71e+05,1.44e+08,3.19e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,7,2.06e+07,2.01e+07,7.05e+02,6.45e+03,4.79e+05,8.06e+04,1.07e+08,9.42e+05,7.80e+04,4.71e+05,1.04e+08,3.19e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,8,2.10e+07,2.01e+07,7.05e+02,6.45e+03,8.02e+05,8.06e+04,5.49e+07,9.42e+05,7.80e+04,4.71e+05,5.18e+07,3.19e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,9,2.95e+06,2.77e+06,1.30e+03,1.61e+03,1.42e+05,4.03e+04,4.96e+07,2.59e+05,1.49e+05,2.36e+05,4.82e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,10,1.09e+07,1.01e+07,2.59e+03,6.45e+03,8.30e+05,4.03e+04,6.22e+07,5.69e+05,5.96e+05,4.71e+05,5.91e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,11,1.06e+07,1.01e+07,2.59e+03,6.45e+03,4.86e+05,4.03e+04,7.98e+07,5.69e+05,5.96e+05,4.71e+05,7.68e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,12,1.08e+07,1.01e+07,2.59e+03,6.45e+03,6.63e+05,4.03e+04,5.11e+07,5.69e+05,5.96e+05,4.71e+05,4.81e+07,1.60e+05,0,0,0
IMAGENET,ComPASS,24,False,False,False,13,1.56e+06,1.42e+06,4.96e+03,1.61e+03,1.17e+05,2.02e+04,3.35e+07,3.20e+05,1.16e+06,2.36e+05,3.11e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,24,False,False,False,14,2.81e+06,2.59e+06,9.93e+03,3.22e+03,1.88e+05,2.02e+04,3.09e+07,1.05e+06,4.66e+06,4.71e+05,2.34e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,24,False,False,False,15,2.88e+06,2.59e+06,9.93e+03,3.22e+03,2.58e+05,2.02e+04,4.40e+07,1.05e+06,4.66e+06,4.71e+05,3.65e+07,7.98e+04,0,0,0
IMAGENET,ComPASS,24,False,False,False,16,1.23e+06,8.97e+05,9.93e+03,3.22e+03,2.98e+05,2.24e+04,5.45e+07,8.72e+05,4.66e+06,4.71e+05,4.72e+07,7.98e+04,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,1,6.99e+07,4.93e+07,9.50e+00,3.37e+04,1.84e+07,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,2,7.70e+07,4.39e+06,7.05e+02,3.37e+04,7.20e+07,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,3,2.63e+07,2.20e+06,7.05e+02,1.68e+04,2.40e+07,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,4,5.23e+06,5.53e+05,7.05e+02,4.21e+03,4.64e+06,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,5,4.10e+05,1.47e+05,1.76e+04,6.58e+01,2.43e+05,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,32,False,False,False,6,7.66e+03,2.29e+03,7.26e+01,1.41e+00,4.18e+03,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,1,5.61e+07,4.93e+07,9.50e+00,3.37e+04,4.68e+06,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,2,2.33e+07,4.39e+06,7.05e+02,3.37e+04,1.84e+07,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,3,8.46e+06,2.20e+06,7.05e+02,1.68e+04,6.12e+06,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,4,1.78e+06,5.53e+05,7.05e+02,4.21e+03,1.18e+06,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,5,2.33e+05,1.47e+05,1.76e+04,6.58e+01,6.68e+04,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,8,False,False,False,6,4.62e+03,2.29e+03,7.26e+01,1.41e+00,1.14e+03,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
IMAGENET,ComPASS,0,True,True,False,1,1.92e+07,1.86e+07,2.04e+02,3.22e+03,3.73e+05,1.61e+05,1.63e+08,1.86e+06,1.11e+04,4.71e+05,1.60e+08,6.39e+05,0.61,0,0
IMAGENET,ComPASS,0,True,True,False,2,1.94e+07,1.86e+07,2.04e+02,3.22e+03,5.69e+05,1.61e+05,1.38e+08,1.86e+06,1.11e+04,4.71e+05,1.35e+08,6.39e+05,0.19,0,0
IMAGENET,ComPASS,0,True,True,False,3,1.93e+07,1.86e+07,2.04e+02,3.22e+03,5.06e+05,1.61e+05,2.17e+08,1.86e+06,1.11e+04,4.71e+05,2.14e+08,6.39e+05,0.51,0,0
IMAGENET,ComPASS,0,True,True,False,4,1.94e+07,1.86e+07,2.04e+02,3.22e+03,5.69e+05,1.61e+05,2.02e+08,1.86e+06,1.11e+04,4.71e+05,1.99e+08,6.39e+05,0.16,0,0
IMAGENET,ComPASS,0,True,True,False,5,5.38e+06,5.13e+06,3.52e+02,1.61e+03,1.74e+05,8.06e+04,8.76e+07,4.69e+05,2.04e+04,2.36e+05,8.66e+07,3.19e+05,0.67,0,0
IMAGENET,ComPASS,0,True,True,False,6,2.10e+07,2.01e+07,7.05e+02,6.45e+03,8.60e+05,8.06e+04,1.27e+08,9.42e+05,7.80e+04,4.71e+05,1.25e+08,3.19e+05,0.36,0,0
IMAGENET,ComPASS,0,True,True,False,7,2.05e+07,2.01e+07,7.05e+02,6.45e+03,3.35e+05,8.06e+04,7.88e+07,9.42e+05,7.80e+04,4.71e+05,7.70e+07,3.19e+05,0.86,0,0
IMAGENET,ComPASS,0,True,True,False,8,2.08e+07,2.01e+07,7.05e+02,6.45e+03,6.44e+05,8.06e+04,4.29e+07,9.42e+05,7.80e+04,4.71e+05,4.11e+07,3.19e+05,0.49,0,0
IMAGENET,ComPASS,0,True,True,False,9,2.92e+06,2.77e+06,1.30e+03,1.61e+03,1.05e+05,4.03e+04,3.74e+07,2.59e+05,1.49e+05,2.36e+05,3.66e+07,1.60e+05,0.81,0,0
IMAGENET,ComPASS,0,True,True,False,10,1.08e+07,1.01e+07,2.59e+03,6.45e+03,6.55e+05,4.03e+04,5.27e+07,5.69e+05,5.96e+05,4.71e+05,5.09e+07,1.60e+05,0.55,0,0
IMAGENET,ComPASS,0,True,True,False,11,1.05e+07,1.01e+07,2.59e+03,6.45e+03,3.92e+05,4.03e+04,6.41e+07,5.69e+05,5.96e+05,4.71e+05,6.23e+07,1.60e+05,0.82,0,0
IMAGENET,ComPASS,0,True,True,False,12,1.06e+07,1.01e+07,2.59e+03,6.45e+03,4.67e+05,4.03e+04,4.52e+07,5.69e+05,5.96e+05,4.71e+05,4.34e+07,1.60e+05,0.59,0,0
IMAGENET,ComPASS,0,True,True,False,13,1.54e+06,1.42e+06,4.96e+03,1.61e+03,8.96e+04,2.02e+04,2.72e+07,3.20e+05,1.16e+06,2.36e+05,2.54e+07,7.98e+04,0.87,0,0
