dataset,mode,TW,dyn_stw,speculative,csr_compress,layer,readLatency,bufferLatency,icLatency,coreLatencyADC,coreLatencyAccum,coreLatencyOther,readDynamicEnergy,bufferDynamicEnergy,icDynamicEnergy,coreEnergyADC,coreEnergyAccum,coreEnergyOther,successRate,Sparsity,Compression ratio
IMAGENET,ComPASS,0,True,True,False,14,2.80e+06,2.59e+06,9.93e+03,3.22e+03,1.82e+05,2.02e+04,2.87e+07,1.05e+06,4.66e+06,4.71e+05,2.25e+07,7.98e+04,0.82,0,0
IMAGENET,ComPASS,0,True,True,False,15,2.84e+06,2.59e+06,9.93e+03,3.22e+03,2.13e+05,2.02e+04,3.95e+07,1.05e+06,4.66e+06,4.71e+05,3.33e+07,7.98e+04,0.80,0,0
IMAGENET,ComPASS,0,True,True,False,16,1.27e+06,8.97e+05,9.93e+03,3.22e+03,3.36e+05,2.24e+04,6.31e+07,8.72e+05,4.66e+06,4.71e+05,5.70e+07,7.98e+04,0.66,0,0
CIFAR10DVS,PTB,64,False,False,False,1,8.48e+07,4.93e+07,9.50e+00,3.37e+04,3.33e+07,2.13e+06,7.18e+07,1.32e+05,9.16e+01,2.73e+05,6.47e+07,6.67e+06,0,0,0
CIFAR10DVS,PTB,64,False,False,False,2,1.16e+08,4.39e+06,7.05e+02,3.37e+04,1.11e+08,5.32e+05,9.52e+08,1.24e+06,7.78e+04,2.46e+06,9.47e+08,1.67e+06,0,0,0
CIFAR10DVS,PTB,64,False,False,False,3,4.15e+07,2.20e+06,7.05e+02,1.68e+04,3.91e+07,1.33e+05,3.08e+08,3.19e+05,7.78e+04,6.15e+05,3.07e+08,4.17e+05,0,0,0
CIFAR10DVS,PTB,64,False,False,False,4,1.07e+07,5.53e+05,7.05e+02,4.21e+03,1.01e+07,3.41e+04,6.71e+07,9.02e+04,7.78e+04,1.54e+05,6.66e+07,1.04e+05,0,0,0
CIFAR10DVS,PTB,64,False,False,False,5,4.09e+05,1.47e+05,1.76e+04,6.58e+01,2.43e+05,1.52e+03,2.62e+07,2.57e+06,1.47e+07,1.71e+04,8.90e+06,1.64e+03,0,0,0
CIFAR10DVS,PTB,64,False,False,False,6,6.27e+03,2.26e+03,7.06e+01,1.29e+00,2.82e+03,1.12e+03,1.75e+04,6.13e+02,2.46e+03,2.09e+01,1.43e+04,3.87e+01,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,1,5.23e+07,4.93e+07,9.50e+00,3.37e+04,8.04e+05,2.13e+06,2.56e+07,1.32e+05,9.18e+01,2.73e+05,1.78e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,2,7.26e+06,4.39e+06,7.05e+02,3.37e+04,2.31e+06,5.32e+05,3.24e+08,1.24e+06,7.80e+04,2.46e+06,3.13e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,3,3.28e+06,2.20e+06,7.05e+02,1.68e+04,9.37e+05,1.33e+05,5.62e+07,3.19e+05,7.80e+04,6.15e+05,5.31e+07,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,4,9.57e+05,5.53e+05,7.05e+02,4.21e+03,3.65e+05,3.41e+04,1.67e+07,9.02e+04,7.80e+04,1.54e+05,1.59e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,5,1.82e+05,1.47e+05,1.76e+04,6.58e+01,1.54e+04,1.52e+03,2.42e+07,2.57e+06,1.47e+07,1.71e+04,6.85e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,24,False,False,False,6,3.67e+03,2.29e+03,7.26e+01,1.41e+00,1.93e+02,1.12e+03,9.86e+03,6.32e+02,2.57e+03,2.29e+01,5.88e+03,4.28e+01,0,0,0
IMAGENET,Strawman,0,False,False,False,1,1.97e+07,1.86e+07,2.04e+02,2.78e+05,6.46e+05,1.61e+05,3.20e+08,1.86e+06,1.10e+04,3.49e+07,2.83e+08,6.39e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,2,1.98e+07,1.86e+07,2.04e+02,2.95e+05,6.81e+05,1.61e+05,1.79e+08,1.86e+06,1.10e+04,1.93e+07,1.57e+08,6.39e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,3,1.98e+07,1.86e+07,2.04e+02,3.20e+05,7.30e+05,1.61e+05,3.70e+08,1.86e+06,1.10e+04,4.04e+07,3.27e+08,6.39e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,4,1.98e+07,1.86e+07,2.04e+02,2.98e+05,6.87e+05,1.61e+05,2.50e+08,1.86e+06,1.10e+04,2.72e+07,2.21e+08,6.39e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,5,5.71e+06,5.13e+06,3.52e+02,1.61e+05,3.45e+05,8.06e+04,2.00e+08,4.69e+05,2.04e+04,2.19e+07,1.78e+08,3.19e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,6,2.20e+07,2.01e+07,7.05e+02,6.24e+05,1.26e+06,8.06e+04,1.82e+08,9.42e+05,7.78e+04,1.98e+07,1.61e+08,3.19e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,7,2.21e+07,2.01e+07,7.05e+02,6.43e+05,1.30e+06,8.06e+04,3.30e+08,9.42e+05,7.78e+04,3.61e+07,2.93e+08,3.19e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,8,2.18e+07,2.01e+07,7.05e+02,5.53e+05,1.12e+06,8.06e+04,7.14e+07,9.42e+05,7.78e+04,7.68e+06,6.23e+07,3.19e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,9,3.30e+06,2.77e+06,1.30e+03,1.61e+05,3.29e+05,4.03e+04,1.35e+08,2.59e+05,1.49e+05,1.48e+07,1.20e+08,1.60e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,10,1.18e+07,1.01e+07,2.59e+03,5.79e+05,1.16e+06,4.03e+04,9.38e+07,5.69e+05,5.95e+05,1.01e+07,8.24e+07,1.60e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,11,1.19e+07,1.01e+07,2.59e+03,6.10e+05,1.22e+06,4.03e+04,2.15e+08,5.69e+05,5.95e+05,2.34e+07,1.90e+08,1.60e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,12,1.16e+07,1.01e+07,2.59e+03,5.03e+05,1.01e+06,4.03e+04,7.52e+07,5.69e+05,5.95e+05,8.10e+06,6.58e+07,1.60e+05,0,0,0
IMAGENET,Strawman,0,False,False,False,13,1.90e+06,1.42e+06,4.96e+03,1.51e+05,3.05e+05,2.02e+04,9.72e+07,3.20e+05,1.16e+06,1.05e+07,8.52e+07,7.98e+04,0,0,0
IMAGENET,Strawman,0,False,False,False,14,3.32e+06,2.59e+06,9.93e+03,2.33e+05,4.69e+05,2.02e+04,5.73e+07,1.05e+06,4.65e+06,5.58e+06,4.59e+07,7.98e+04,0,0,0
IMAGENET,Strawman,0,False,False,False,15,3.51e+06,2.59e+06,9.93e+03,2.95e+05,5.93e+05,2.02e+04,8.85e+07,1.05e+06,4.65e+06,9.01e+06,7.37e+07,7.98e+04,0,0,0
IMAGENET,Strawman,0,False,False,False,16,1.67e+06,8.97e+05,9.93e+03,2.47e+05,4.97e+05,2.24e+04,8.26e+07,8.72e+05,4.65e+06,8.38e+06,6.87e+07,7.98e+04,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,1,5.36e+07,4.93e+07,9.50e+00,3.37e+04,2.19e+06,2.13e+06,5.54e+07,1.32e+05,9.18e+01,2.73e+05,4.76e+07,6.67e+06,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,2,8.86e+06,4.39e+06,7.05e+02,3.37e+04,3.91e+06,5.32e+05,6.60e+08,1.24e+06,7.80e+04,2.46e+06,6.48e+08,1.67e+06,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,3,3.98e+06,2.20e+06,7.05e+02,1.68e+04,1.63e+06,1.33e+05,1.84e+08,3.19e+05,7.80e+04,6.15e+05,1.80e+08,4.17e+05,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,4,9.87e+05,5.53e+05,7.05e+02,4.21e+03,3.94e+05,3.41e+04,3.86e+07,9.02e+04,7.80e+04,1.54e+05,3.78e+07,1.04e+05,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,5,1.81e+05,1.47e+05,1.76e+04,6.58e+01,1.39e+04,1.52e+03,2.40e+07,2.57e+06,1.47e+07,1.71e+04,6.61e+06,1.64e+03,0,0,0
CIFAR10DVS,ComPASS,8,False,False,False,6,3.65e+03,2.26e+03,7.06e+01,1.29e+00,2.01e+02,1.12e+03,9.30e+03,6.13e+02,2.47e+03,2.09e+01,5.46e+03,3.87e+01,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,1,5.23e+07,4.93e+07,9.50e+00,3.37e+04,8.34e+05,2.13e+06,2.62e+07,1.32e+05,9.18e+01,2.73e+05,1.84e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,2,7.43e+06,4.39e+06,7.05e+02,3.37e+04,2.48e+06,5.32e+05,3.56e+08,1.24e+06,7.80e+04,2.46e+06,3.44e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,3,3.41e+06,2.20e+06,7.05e+02,1.68e+04,1.06e+06,1.33e+05,6.30e+07,3.19e+05,7.80e+04,6.15e+05,5.99e+07,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,4,9.78e+05,5.53e+05,7.05e+02,4.21e+03,3.86e+05,3.41e+04,1.75e+07,9.02e+04,7.80e+04,1.54e+05,1.67e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,5,1.82e+05,1.47e+05,1.76e+04,6.58e+01,1.57e+04,1.52e+03,2.45e+07,2.57e+06,1.47e+07,1.71e+04,7.12e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,16,False,False,False,6,3.68e+03,2.29e+03,7.26e+01,1.41e+00,2.04e+02,1.12e+03,1.06e+04,6.32e+02,2.57e+03,2.29e+01,6.64e+03,4.28e+01,0,0,0
IMAGENET,PTB,64,False,False,False,1,4.13e+07,1.86e+07,2.04e+02,3.22e+03,2.25e+07,1.61e+05,2.86e+08,1.86e+06,1.10e+04,4.71e+05,2.83e+08,6.39e+05,0,0,0
IMAGENET,PTB,64,False,False,False,2,2.63e+07,1.86e+07,2.04e+02,3.22e+03,7.55e+06,1.61e+05,1.60e+08,1.86e+06,1.10e+04,4.71e+05,1.57e+08,6.39e+05,0,0,0
IMAGENET,PTB,64,False,False,False,3,3.83e+07,1.86e+07,2.04e+02,3.22e+03,1.95e+07,1.61e+05,3.30e+08,1.86e+06,1.10e+04,4.71e+05,3.27e+08,6.39e+05,0,0,0
IMAGENET,PTB,64,False,False,False,4,2.46e+07,1.86e+07,2.04e+02,3.22e+03,5.79e+06,1.61e+05,2.24e+08,1.86e+06,1.10e+04,4.71e+05,2.21e+08,6.39e+05,0,0,0
IMAGENET,PTB,64,False,False,False,5,1.26e+07,5.13e+06,3.52e+02,1.61e+03,7.37e+06,8.06e+04,1.79e+08,4.69e+05,2.04e+04,2.36e+05,1.78e+08,3.19e+05,0,0,0
IMAGENET,PTB,64,False,False,False,6,3.58e+07,2.01e+07,7.05e+02,6.45e+03,1.57e+07,8.06e+04,1.63e+08,9.42e+05,7.78e+04,4.71e+05,1.61e+08,3.19e+05,0,0,0
IMAGENET,PTB,64,False,False,False,7,4.65e+07,2.01e+07,7.05e+02,6.45e+03,2.64e+07,8.06e+04,2.94e+08,9.42e+05,7.78e+04,4.71e+05,2.93e+08,3.19e+05,0,0,0
IMAGENET,PTB,64,False,False,False,8,3.01e+07,2.01e+07,7.05e+02,6.45e+03,9.93e+06,8.06e+04,6.42e+07,9.42e+05,7.78e+04,4.71e+05,6.23e+07,3.19e+05,0,0,0
IMAGENET,PTB,64,False,False,False,9,9.62e+06,2.77e+06,1.30e+03,1.61e+03,6.81e+06,4.03e+04,1.21e+08,2.59e+05,1.49e+05,2.36e+05,1.20e+08,1.60e+05,0,0,0
IMAGENET,PTB,64,False,False,False,10,2.07e+07,1.01e+07,2.59e+03,6.45e+03,1.06e+07,4.03e+04,8.42e+07,5.69e+05,5.95e+05,4.71e+05,8.24e+07,1.60e+05,0,0,0
IMAGENET,PTB,64,False,False,False,11,2.68e+07,1.01e+07,2.59e+03,6.45e+03,1.67e+07,4.03e+04,1.92e+08,5.69e+05,5.95e+05,4.71e+05,1.90e+08,1.60e+05,0,0,0
IMAGENET,PTB,64,False,False,False,12,1.72e+07,1.01e+07,2.59e+03,6.45e+03,7.08e+06,4.03e+04,6.76e+07,5.69e+05,5.95e+05,4.71e+05,6.58e+07,1.60e+05,0,0,0
IMAGENET,PTB,64,False,False,False,13,4.90e+06,1.42e+06,4.96e+03,1.61e+03,3.46e+06,2.02e+04,8.70e+07,3.20e+05,1.16e+06,2.36e+05,8.52e+07,7.98e+04,0,0,0
IMAGENET,PTB,64,False,False,False,14,5.53e+06,2.59e+06,9.93e+03,3.22e+03,2.91e+06,2.02e+04,5.22e+07,1.05e+06,4.65e+06,4.71e+05,4.59e+07,7.98e+04,0,0,0
IMAGENET,PTB,64,False,False,False,15,8.61e+06,2.59e+06,9.93e+03,3.22e+03,5.99e+06,2.02e+04,7.99e+07,1.05e+06,4.65e+06,4.71e+05,7.37e+07,7.98e+04,0,0,0
IMAGENET,PTB,64,False,False,False,16,4.35e+06,8.97e+05,9.93e+03,3.22e+03,3.41e+06,2.24e+04,7.47e+07,8.72e+05,4.65e+06,4.71e+05,6.87e+07,7.98e+04,0,0,0
IMAGENET,PTB,16,False,False,False,1,2.54e+07,1.86e+07,2.04e+02,3.22e+03,6.57e+06,1.61e+05,2.86e+08,1.86e+06,1.10e+04,4.71e+05,2.83e+08,6.39e+05,0,0,0
IMAGENET,PTB,16,False,False,False,2,2.10e+07,1.86e+07,2.04e+02,3.22e+03,2.24e+06,1.61e+05,1.60e+08,1.86e+06,1.10e+04,4.71e+05,1.57e+08,6.39e+05,0,0,0
IMAGENET,PTB,16,False,False,False,3,2.45e+07,1.86e+07,2.04e+02,3.22e+03,5.70e+06,1.61e+05,3.30e+08,1.86e+06,1.10e+04,4.71e+05,3.27e+08,6.39e+05,0,0,0
IMAGENET,PTB,16,False,False,False,4,2.05e+07,1.86e+07,2.04e+02,3.22e+03,1.73e+06,1.61e+05,2.24e+08,1.86e+06,1.10e+04,4.71e+05,2.21e+08,6.39e+05,0,0,0
IMAGENET,PTB,16,False,False,False,5,7.35e+06,5.13e+06,3.52e+02,1.61e+03,2.14e+06,8.06e+04,1.79e+08,4.69e+05,2.04e+04,2.36e+05,1.78e+08,3.19e+05,0,0,0
IMAGENET,PTB,16,False,False,False,6,2.47e+07,2.01e+07,7.05e+02,6.45e+03,4.53e+06,8.06e+04,1.63e+08,9.42e+05,7.78e+04,4.71e+05,1.61e+08,3.19e+05,0,0,0
IMAGENET,PTB,16,False,False,False,7,2.77e+07,2.01e+07,7.05e+02,6.45e+03,7.59e+06,8.06e+04,2.94e+08,9.42e+05,7.78e+04,4.71e+05,2.93e+08,3.19e+05,0,0,0
IMAGENET,PTB,16,False,False,False,8,2.30e+07,2.01e+07,7.05e+02,6.45e+03,2.87e+06,8.06e+04,6.42e+07,9.42e+05,7.78e+04,4.71e+05,6.23e+07,3.19e+05,0,0,0
IMAGENET,PTB,16,False,False,False,9,4.77e+06,2.77e+06,1.30e+03,1.61e+03,1.96e+06,4.03e+04,1.21e+08,2.59e+05,1.49e+05,2.36e+05,1.20e+08,1.60e+05,0,0,0
IMAGENET,PTB,16,False,False,False,10,1.31e+07,1.01e+07,2.59e+03,6.45e+03,3.04e+06,4.03e+04,8.42e+07,5.69e+05,5.95e+05,4.71e+05,8.24e+07,1.60e+05,0,0,0
IMAGENET,PTB,16,False,False,False,11,1.49e+07,1.01e+07,2.59e+03,6.45e+03,4.84e+06,4.03e+04,1.92e+08,5.69e+05,5.95e+05,4.71e+05,1.90e+08,1.60e+05,0,0,0
IMAGENET,PTB,16,False,False,False,12,1.21e+07,1.01e+07,2.59e+03,6.45e+03,2.04e+06,4.03e+04,6.76e+07,5.69e+05,5.95e+05,4.71e+05,6.58e+07,1.60e+05,0,0,0
IMAGENET,PTB,16,False,False,False,13,2.44e+06,1.42e+06,4.96e+03,1.61e+03,9.94e+05,2.02e+04,8.70e+07,3.20e+05,1.16e+06,2.36e+05,8.52e+07,7.98e+04,0,0,0
IMAGENET,PTB,16,False,False,False,14,3.46e+06,2.59e+06,9.93e+03,3.22e+03,8.34e+05,2.02e+04,5.22e+07,1.05e+06,4.65e+06,4.71e+05,4.59e+07,7.98e+04,0,0,0
IMAGENET,PTB,16,False,False,False,15,4.34e+06,2.59e+06,9.93e+03,3.22e+03,1.71e+06,2.02e+04,7.99e+07,1.05e+06,4.65e+06,4.71e+05,7.37e+07,7.98e+04,0,0,0
IMAGENET,PTB,16,False,False,False,16,1.91e+06,8.97e+05,9.93e+03,3.22e+03,9.81e+05,2.24e+04,7.47e+07,8.72e+05,4.65e+06,4.71e+05,6.87e+07,7.98e+04,0,0,0
CIFAR10DVS,ComPASS,0,True,True,True,1,2.94e+07,2.55e+07,4.92e+00,3.37e+04,1.67e+06,2.13e+06,4.53e+07,6.85e+04,4.75e+01,2.73e+05,3.83e+07,6.67e+06,0.73,0.918,0.518
CIFAR10DVS,ComPASS,0,True,True,True,2,5.16e+06,1.89e+06,3.04e+02,3.37e+04,2.70e+06,5.32e+05,5.56e+08,5.33e+05,3.36e+04,2.46e+06,5.51e+08,1.67e+06,0.69,0.912,0.431
CIFAR10DVS,ComPASS,0,True,True,True,3,2.26e+06,1.06e+06,3.41e+02,1.68e+04,1.05e+06,1.33e+05,1.21e+08,1.55e+05,3.77e+04,6.15e+05,1.20e+08,4.17e+05,0.81,0.884,0.484
CIFAR10DVS,ComPASS,0,True,True,True,4,4.63e+05,2.01e+05,2.57e+02,4.21e+03,2.28e+05,3.41e+04,2.37e+07,3.28e+04,2.84e+04,1.54e+05,2.35e+07,1.04e+05,0.85,0.912,0.364
CIFAR10DVS,ComPASS,0,True,True,True,5,3.94e+04,5.06e+04,6.05e+03,6.58e+01,1.11e+04,1.52e+03,7.28e+06,8.83e+05,5.05e+06,1.71e+04,4.69e+06,1.64e+03,0.77,0.926,0.343
CIFAR10DVS,ComPASS,0,True,True,True,6,1.33e+03,6.13e+02,1.91e+01,1.29e+00,1.21e+02,1.12e+03,2.34e+02,1.66e+02,6.68e+02,2.09e+01,1.85e+03,3.87e+01,1.00,0.898,0.271
DVS128GestureSimplify,PTB,48,False,False,False,1,7.90e+07,4.93e+07,9.50e+00,3.37e+04,2.76e+07,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,48,False,False,False,2,1.13e+08,4.39e+06,7.05e+02,3.37e+04,1.08e+08,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,PTB,48,False,False,False,3,3.82e+07,2.20e+06,7.05e+02,1.68e+04,3.59e+07,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,48,False,False,False,4,7.53e+06,5.53e+05,7.05e+02,4.21e+03,6.94e+06,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,48,False,False,False,5,5.28e+05,1.47e+05,1.76e+04,6.58e+01,3.61e+05,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,48,False,False,False,6,9.68e+03,2.29e+03,7.26e+01,1.41e+00,6.20e+03,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,1,5.22e+07,4.93e+07,9.50e+00,3.37e+04,7.74e+05,2.13e+06,2.50e+07,1.32e+05,9.18e+01,2.73e+05,1.72e+07,6.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,2,7.12e+06,4.39e+06,7.05e+02,3.37e+04,2.17e+06,5.32e+05,3.13e+08,1.24e+06,7.80e+04,2.46e+06,3.01e+08,1.67e+06,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,3,3.21e+06,2.20e+06,7.05e+02,1.68e+04,8.59e+05,1.33e+05,5.23e+07,3.19e+05,7.80e+04,6.15e+05,4.92e+07,4.17e+05,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,4,9.53e+05,5.53e+05,7.05e+02,4.21e+03,3.61e+05,3.41e+04,1.64e+07,9.02e+04,7.80e+04,1.54e+05,1.56e+07,1.04e+05,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,5,1.82e+05,1.47e+05,1.76e+04,6.58e+01,1.51e+04,1.52e+03,2.41e+07,2.57e+06,1.47e+07,1.71e+04,6.70e+06,1.64e+03,0,0,0
DVS128GestureSimplify,ComPASS,32,False,False,False,6,3.66e+03,2.29e+03,7.26e+01,1.41e+00,1.79e+02,1.12e+03,9.02e+03,6.32e+02,2.57e+03,2.29e+01,5.04e+03,4.28e+01,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,1,5.21e+07,4.93e+07,9.50e+00,3.37e+04,6.00e+05,2.13e+06,3.12e+07,1.32e+05,9.16e+01,2.73e+05,2.41e+07,6.67e+06,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,2,7.35e+06,4.39e+06,7.05e+02,3.37e+04,2.40e+06,5.32e+05,7.68e+08,1.24e+06,7.78e+04,2.46e+06,7.63e+08,1.67e+06,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,3,3.13e+06,2.20e+06,7.05e+02,1.68e+04,7.85e+05,1.33e+05,1.39e+08,3.19e+05,7.78e+04,6.15e+05,1.38e+08,4.17e+05,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,4,7.44e+05,5.53e+05,7.05e+02,4.21e+03,1.52e+05,3.41e+04,2.61e+07,9.02e+04,7.78e+04,1.54e+05,2.57e+07,1.04e+05,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,5,1.81e+05,1.47e+05,1.76e+04,6.58e+01,1.40e+04,1.52e+03,2.65e+07,2.57e+06,1.47e+07,1.71e+04,9.17e+06,1.64e+03,0,0,0
DVS128GestureSimplify,PTB,1,False,False,False,6,3.72e+03,2.29e+03,7.26e+01,1.41e+00,2.36e+02,1.12e+03,2.18e+04,6.32e+02,2.57e+03,2.29e+01,1.86e+04,4.28e+01,0,0,0
